MATPRI    |2942TP          |ESENCIA HORNITO FEVILLE 2942  |U      |    14.330|11/13/2013|T  
MATPRI    |2945OP          |BRT ESENCIA P ROPA MELÓN/KIWI |U      |    11.200|09/23/2011|T  
MATPRI    |2947TP          |ESENCIA PISO UVA 2947         |U      |     0.000|01/25/2008|T  
MATPRI    |2949TP          |ESENCIA EXTRACTO ONE SUMMER FE|U      |    43.200|04/16/2014|T  
MATPRI    |2958TB          |MAG ESENCIA VELA EUCALIPTO/MEN|U      |     0.000|01/25/2008|T  
MATPRI    |2958TP          |MAG ACEITE MASAJE EUCALIPTO/ME|U      |    19.800|03/11/2014|T  
MATPRI    |2959TB          |MAG ESENCIA VELA EUCALIPTO/PIN|U      |    13.400|06/01/2008|T  
MATPRI    |2959TP          |MAG ACEITE MASAJE EUCALIPTO/PI|U      |    19.400|02/17/2014|T  
MATPRI    |2973NP          |ESENCIA PERF                  |U      |    69.420|05/06/2014|T  
MATPRI    |2982-2TP        |ESENCIA PISO CONY             |U      |     5.500|06/24/2013|T  
MATPRI    |3021-3TB        |ES VELA CHOCOLATE 3021/3TB    |U      |    19.500|05/28/2012|T  
MATPRI    |3130-2JP        |GARCÍA ESENCIA EXTRACTO 212 SE|U      |    26.500|04/29/2014|T  
MATPRI    |3214RP          |ESENCIA EXTRACTO KEVIN MASC   |U      |    84.160|05/14/2014|T  
MATPRI    |3235TP          |MAG ESENCIA HORNITO GERANIO   |U      |    18.000|04/23/2010|T  
MATPRI    |3240TP          |JCARTIER ESENCIA EUCALIPTO    |U      |     6.000|11/17/2009|T  
MATPRI    |3244TP          |JCARTIER ESENCIA AZAHAR       |U      |     5.600|08/24/2008|T  
MATPRI    |3245TP          |JCARTIER ESENCIA BERGAMOTA    |U      |     6.000|04/23/2010|T  
MATPRI    |3246TP          |JCARTIER ESENCIA NARANJA      |U      |     6.000|08/18/2009|T  
MATPRI    |3252TP          |MAG ESENCIA HORNITO BOUQUET 1B|U      |     0.000|01/25/2008|T  
MATPRI    |3253TP          |MAG ESENCIA HORNITO BOUQUET A |U      |     0.000|01/25/2008|T  
MATPRI    |3260TP          |ESENCIA PISO BANANA 3260      |U      |     0.000|01/25/2008|T  
MATPRI    |3261TP          |ESENCIA PISO SANDÍA 3261      |U      |     5.850|01/08/2014|T  
MATPRI    |3262TP          |ESENCIA PISO CHOCOLATE        |U      |     5.150|04/23/2010|T  
MATPRI    |3263TP          |ES HO VETIVERT 3263           |U      |    18.230|04/22/2009|T  
MATPRI    |3282TI          |ESENCIA AMBIENTE COCO/ANANÁ 32|U      |     0.000|01/25/2008|T  
MATPRI    |3284TA          |ESENCIA AMBIENTE FRESIA REFORZ|U      |     0.000|01/25/2008|T  
MATPRI    |3293TP          |ESENCIA EXTRACTO DUNE FEM     |U      |   125.000|04/22/2009|T  
MATPRI    |3308DP          |BRT ESENCIA EXTRACTO CABOTINE |U      |    31.120|05/20/2013|T  
MATPRI    |3331HP          |GARCIA ESENCIA EXTRACTO HOT CO|U      |    58.760|04/22/2014|T  
MATPRI    |3331JP          |GARCÍA ESENCIA HOT COUTURE FEM|U      |    72.300|04/22/2014|T  
MATPRI    |3354TA          |ESENCIA AMBIENTE POLO MODIFICA|U      |     0.000|01/25/2008|T  
MATPRI    |3356TI          |ESENCIA AMBIENTE GARDENIA     |U      |     9.900|04/30/2010|T  
MATPRI    |3358TI          |ESENCIA AMBIENTE NARANJA REFOR|U      |     8.150|05/21/2009|T  
MATPRI    |3359TP          |ESENCIA MANZANA CARTONCITO    |U      |     3.600|10/30/2009|T  
MATPRI    |3360TP          |ESENCIA FRUTILLA CARTONCITO   |U      |     3.900|10/31/2009|T  
MATPRI    |3361TP          |ESENCIA CREMA MELÓN/UVA       |U      |    11.750|03/15/2009|T  
MATPRI    |3363TP          |ESENCIA LIMPIEZA CITRUS P/SUAV|U      |     9.000|04/22/2009|T  
MATPRI    |3364TP          |ESENCIA EXTRACTO ALLURE FEM   |U      |   125.000|05/01/2008|T  
MATPRI    |3365TP          |ESENCIA EXTRACTO ALLURE MASC  |U      |   125.000|05/01/2008|T  
MATPRI    |3366RP          |ESENCIA EXTRACTO BOUCHERON FEM|U      |   125.000|05/01/2008|T  
MATPRI    |3368TP          |ESENCIA EXTRACTO DUNE MASC    |U      |   140.000|07/10/2013|T  
MATPRI    |3369TP          |ESENCIA EXTRACTO DUENDE FEM   |U      |   123.000|03/01/2008|T  
MATPRI    |3370TP          |ESENCIA EXTRACTO CHANCE FEM   |U      |   128.000|08/01/2010|T  
MATPRI    |3371TP          |ESENCIA EXTRACTO LOU LOU FEM  |U      |   125.000|05/01/2008|T  
MATPRI    |3372TP          |ESENCIA EXTRACTO MISS DIOR FEM|U      |   125.000|05/01/2008|T  
MATPRI    |3373TP          |ESENCIA EXTRACTO MIRACLE FEM  |U      |   140.000|05/07/2013|T  
MATPRI    |3374TP          |ESENCIA EXTRACTO OLÉ FEMENINO |U      |   125.000|05/01/2008|T  
MATPRI    |3375TP          |ESENCIA EXTRACTO RUMBA FEM    |U      |   125.000|05/01/2008|T  
MATPRI    |3377HP          |GARCÍA ESENCIA EXTRACTO ANIMAL|U      |     0.000|01/25/2008|T  
MATPRI    |3378GP          |GARCÍA ESENCIA EXTRACTO SUMMER|U      |    45.960|04/22/2009|T  
MATPRI    |1638FP          |ESENCIA LAVANDA X KG          |U      |     7.545|04/15/2014|T  
MATPRI    |3388TP          |ESENCIA WORDGITF              |U      |    20.500|03/06/2008|T  
MATPRI    |1887-2PP        |ESENCIA PR.LEMMON GRASS       |U      |    16.340|04/15/2014|T  
MATPRI    |1756KP          |ESENCIA FRESIA  X KG          |U      |    11.970|05/21/2014|T  
MATPRI    |3390TP          |EXTRACTO GIO FEM              |U      |   123.000|03/06/2008|T  
MATPRI    |3391TP          |EXTRACTO MIS DOR CHERI-       |U      |   100.000|01/29/2014|T  
MATPRI    |3392TP          |EXTRACTO QUARTZ MASC          |U      |   123.000|03/06/2008|T  
MATPRI    |3393TP          |EXTRACTO EMPORIO WHITE FEM    |U      |   123.000|03/06/2008|T  
MATPRI    |3394TP          |EXTRACTO QUARZT MASC          |U      |   123.000|03/06/2008|T  
MATPRI    |2608TP          |EXTRACTO RUMBA FEM            |U      |    30.150|09/19/2012|T  
MATPRI    |1703NP          |EXTRACTO COOL WATER MASC      |U      |    34.950|04/15/2014|T  
MATPRI    |1703RP          |EXTRACTO COOL WATER MASC      |U      |    43.650|04/15/2014|T  
MATPRI    |3102TI          |ESENCIA AMB PERA MELON        |U      |     9.100|02/02/2009|T  
MATPRI    |1791TE          |ESC. SILIC. COCO              |U      |    15.700|03/07/2008|T  
FRANCO    |IVEL. NOCHE     |VELITAS NOCHE X 12            |P      |     3.800|04/01/2011|F  
MATPRI    |1832NP          |ESENCIA HIERBAS X KG          |U      |    14.500|03/07/2008|T  
MATPRI    |1862NP          |ESENCIA HIERBAS               |U      |    13.350|03/08/2009|T  
MATPRI    |1236FP          |ESENCIA  MANZANA LIMP         |U      |     6.535|05/21/2014|T  
MATPRI    |3376TP          |ESENCI ARPEGIO 21             |U      |     5.300|03/07/2008|T  
MATPRI    |3251TP          |ESENCIA VERY MASC X KG        |U      |    18.050|12/22/2008|T  
MATPRI    |2134-2TP        |ESENCIA AMOR AMOR             |U      |    26.950|05/21/2014|T  
MATPRI    |2708TP          |ESENCIA CANELA  MANZANA       |U      |    16.200|06/24/2011|T  
MATPRI    |2412TP          |ESENCIA HOJAS TOMATE- PASTO   |U      |    14.900|04/29/2013|T  
MATPRI    |1885-2LP        |ESENCIA HUGO                  |U      |    18.666|02/11/2014|T  
MATPRI    |2635-3PP        |ESENCIA DURAZNO               |U      |    13.940|04/08/2014|T  
MATPRI    |1109SP          |CH 212 MASC                   |U      |    49.915|05/20/2014|T  
MATPRI    |1901PP          |CITRONELLA                    |U      |    20.100|04/15/2014|T  
MATPRI    |1942NP          |ESENCIA ROMERO                |U      |    20.980|05/14/2014|T  
MATPRI    |1901-2TP        |ESENCIA CITRONELLA            |U      |    13.600|10/15/2012|T  
MATPRI    |1076LP          |ESENCIA ALOE                  |U      |    14.560|05/09/2014|T  
MATPRI    |3206TP          |ESENCIA TEA TREE              |U      |    15.500|01/28/2014|T  
MATPRI    |1740QP          |ESENCIA POEME                 |U      |    27.705|04/15/2014|T  
MATPRI    |1902QP          |ESENCIA AZZARO                |U      |    72.240|01/09/2014|T  
MATPRI    |2413TP          |ESENCIA UPA                   |U      |    23.650|05/09/2014|T  
MATPRI    |1730PP          |ESENCIA NARANJA               |U      |    12.560|05/21/2014|T  
MATPRI    |3248TP          |ESENCIA HIDROS. NARANJA       |U      |     6.260|11/19/2013|T  
MATPRI    |3234TP          |ESENCIA HIDROS ROSA           |U      |     6.410|11/19/2013|T  
MATPRI    |3250TP          |ESENCIA HIDROS LAVANDA        |U      |     6.250|03/26/2012|T  
MATPRI    |2521TP          |ESENCIA COCO                  |U      |    13.900|05/06/2014|T  
MATPRI    |1516TP          |ESENCIA ALGAS                 |U      |     5.650|02/01/2008|T  
MATPRI    |1730TB          |ESENCIA NARANJA VELAS         |U      |    14.600|03/20/2014|T  
MATPRI    |1792TP          |ESENCIA TUTTI FRUTTI          |U      |    10.900|04/15/2014|T  
MATPRI    |0942TP          |ESENCIA NENES AVD             |U      |    46.000|04/29/2014|T  
MATPRI    |1071TP          |ESENCIA FRAG SPRAY ADV        |U      |    18.500|04/29/2014|T  
MATPRI    |1773TP          |ESENCIA MADERAS ORIENTALES    |U      |    26.750|05/14/2014|T  
MATPRI    |1842TP          |ESENCIA MANZANILLA            |U      |    23.000|05/20/2014|T  
MATPRI    |1918QP          |ESENCIA BRAD´S                |U      |    22.700|08/24/2012|T  
MATPRI    |2725-2TP        |ESENCIA CINNAMON              |U      |    21.750|08/22/2012|T  
MATPRI    |2971TP          |ESENCIA FRESCA VERDE          |U      |    17.600|10/25/2011|T  
MATPRI    |3387TP          |ESENCIA LOVE SPEEL            |U      |    15.000|11/22/2011|T  
MATPRI    |1244PP          |ESENCIA MAGNOLIA              |U      |    12.040|05/04/2014|T  
MATPRI    |3163TP          |ESENCIA LAVANDA               |U      |     5.300|11/27/2013|T  
MATPRI    |3396TP          |ESENCIA JAZMIN                |U      |     4.700|08/25/2012|T  
MATPRI    |1149NP          |ESENCIA TE VERDE              |U      |    15.560|02/12/2014|T  
MATPRI    |3345-3TP        |ESENCIA LIMON APARATITOS      |U      |     7.500|03/17/2008|T  
MATPRI    |1700FF          |ESENCIA HIDROSOL EUCALIPTO    |U      |     7.200|12/17/2008|T  
MATPRI    |2127HF          |ESC SAUNA EUCAFRESH           |U      |     9.950|04/16/2009|T  
MATPRI    |1701-2FP        |ESENCIA DISSEY MASC           |U      |    11.220|05/06/2013|T  
MATPRI    |0608TP          |ESENCIA GINSENG               |U      |    17.200|12/23/2013|T  
MATPRI    |1868RP          |ESENCIOA CHANEL MC            |U      |    60.580|05/14/2014|T  
MATPRI    |1674RP          |ESENCIA KENZO M MC            |U      |    41.760|02/11/2014|T  
MATPRI    |1932-3DP        |ESENCIA ANGEL FEM             |U      |    17.110|02/03/2014|T  
MATPRI    |3352TP          |ESENCIA JUNGLE M              |U      |   140.000|01/24/2013|T  
MATPRI    |3367TP          |ESENCIA BLUE LABEL M          |U      |   140.000|11/27/2013|T  
MATPRI    |1615PP          |ESENCIA TSAR  MC              |U      |    57.260|04/15/2014|T  
MATPRI    |3289TP          |ESENCIA ARMANI CODE FEM       |U      |    38.630|02/17/2014|T  
MATPRI    |2180TF          |EUCALIPTO MENTOLADO PEDICO    |U      |    16.500|09/29/2011|T  
WITPE     |IBOPP15X20      |BOLSA POLIP 15X20             |P      |     0.035|03/29/2012|F  
WITPE     |IBOPP10X15      |BOLSA POLIP 10X15             |P      |     0.022|03/29/2012|F  
MATPRI    |0854TP          |ESENCIA DETE                  |U      |    32.350|03/10/2014|T  
DINCOS    |IBOPU24/410     |BOMB.PUL.24/410 B C/CAP.      |P      |     0.490|02/20/2008|F  
TEYT      |IBIDO X 0.5     |BIDON X 0.500                 |P      |     0.788|02/22/2008|T  
TEYT      |IBIDONX 1       |BIDON X 1 LT.                 |P      |     1.140|02/22/2008|T  
TEYT      |ITAPA PP        |TAPA PP BL.PREC.              |P      |     0.090|02/22/2008|T  
DINCOS    |IBOPU24/410 N   |BOMBA PUL.24/410 N C/CAP.     |P      |     0.491|02/27/2008|T  
WITPE     |IBOPP8X15       |BOLSA POLIP 8X15              |P      |     0.020|03/29/2012|T  
MATPRI    |1290-5JP        |ESENCIA SANDIA                |U      |     8.550|01/28/2014|F  
MATPRI    |1398TE          |ESC SILICONA MARINA           |U      |    12.000|12/06/2010|T  
MATPRI    |2459-2TE        |ESENCIA SILIC COCO VAINILLA   |U      |    15.500|03/25/2008|T  
MATPRI    |3206OP          |ESENCIA TEA TREE              |U      |    12.600|01/28/2014|T  
MATPRI    | 1647-3FP       |ESENCIA  OPIUN AFRODISIACO    |U      |    13.050|03/19/2008|T  
MATPRI    |1647-3FP        |ESENCIA OPIUM AFRODISIACA     |U      |    14.559|02/24/2014|T  
MATPRI    |3317TN          |ESENCIA ONE SILICONAS         |U      |     8.100|03/25/2008|T  
MATPRI    |3346TN          |ESENCIA CH M SILICONAS        |U      |     8.150|01/16/2009|T  
MATPRI    |1749IP          |ESECIA SWEET FLOWERS          |U      |    18.135|02/14/2014|T  
MATPRI    |1579TP          |ESENCIA CUERO                 |U      |    18.990|01/21/2013|T  
MATPRI    |1684-2TI        |ESENCIA AMB NARANJA REF       |U      |     6.300|03/23/2008|T  
MATPRI    |2459-4TP        |ESENCIA COCO VAINILLA         |U      |    14.300|05/09/2014|T  
MATPRI    |1135NP          |ESENCIA VIOLETA               |U      |    12.020|05/14/2014|T  
MATPRI    |1875-2LP        |ESENCIA MELISA                |U      |    21.370|05/21/2014|T  
MATPRI    |1147TP          |ESENCIA LAVANDA               |U      |    13.300|01/06/2012|T  
MATPRI    |1875RP          |ESENCIA MELISA                |U      |    31.230|03/17/2014|T  
MATPRI    |1091PP          |ESENCIA CITRUS                |U      |     9.840|05/21/2014|T  
MATPRI    |2794-4TP        |ESENCIA AQCUA GLADE           |U      |     9.800|06/04/2009|T  
MATPRI    |1912NP          |ESENCIA MANGO                 |U      |    13.070|11/13/2013|T  
MATPRI    |1683-3NP        |ESENCIA UVA                   |U      |     7.890|05/12/2014|T  
MATPRI    |1435DP          |ESENCIA INCIENSO              |U      |     7.330|12/23/2013|T  
MATPRI    |1746TP          |ESENCIA QUARTZ FEM            |U      |    26.700|04/30/2013|T  
MATPRI    |1748PP          |ESENCIA ROSA MC               |U      |    15.280|05/21/2014|T  
MATPRI    |3259-6TP        |ESENCIA ICE MEN               |U      |    56.000|11/08/2012|T  
MATPRI    |1802FP          |ESENCIA GERANIO CHEAP         |U      |    17.425|04/29/2014|T  
MATPRI    |1236-3TP        |ESENCIA MANZANA DIANA         |U      |     5.400|05/17/2010|T  
MATPRI    |1944-3TP        |ESENCIA PINO SILVESTRE DIANA  |U      |     0.000|          |T  
MATPRI    |2674HP          |ESENCIA SANDALO DULCE DIANA   |U      |     5.000|08/18/2009|T  
MATPRI    |1343-5TP        |ESENCIA DURAZNO DIANA         |U      |     5.740|04/01/2008|T  
MATPRI    |3241TP          |ESENCIA JAZMIN DIANA          |U      |     5.510|04/01/2008|T  
ETUXE     |IALOEEXR.GLIC.  |ALOE EXTRACTO GLICOLICO       |P      |    38.000|09/15/2010|T  
MATPRI    |1183PP          |ESENCIA QUARZENIA             |U      |    15.780|01/29/2014|T  
MATPRI    |0892-2PP        |ESENCIA NOA                   |U      |    15.640|09/23/2011|T  
MATPRI    |1744TP          |EXTRACTP SUNFLOWER            |U      |    41.500|02/14/2014|T  
MATPRI    |1011-3MP        |ESENCIA VAINILLA              |U      |    12.600|04/15/2014|T  
MATPRI    |1464-2MP        |ESENCIA LIMON                 |U      |    16.242|05/14/2014|T  
MATPRI    |1701LP          |ESENCIA DISSEY MASC           |U      |    30.976|04/29/2014|T  
MATPRI    |1932-3IP        |ESENCIA ANGEL FEM             |U      |    32.873|02/03/2014|T  
MATPRI    |0811IP          |EXTRACTO POLO CLAS            |U      |    28.215|02/14/2014|T  
MATPRI    |1246PP          |ESENCIA GARDENIA              |U      |    14.520|05/14/2014|T  
MATPRI    |3366TP          |EXTRACTO BOUCHERON            |U      |   123.000|04/01/2008|T  
MATPRI    |3411TP          |EXTRACTO BOUCHERON M          |U      |   123.000|04/01/2008|T  
MATPRI    |1541JP          |SANDIA CARTONCITOS            |U      |     5.100|02/01/2008|T  
MATPRI    |1541-2TP        |SANDIA CARTONCITOS            |U      |     5.700|05/14/2014|T  
MATPRI    |3412TP          |ESENCIA PISO CANELA           |U      |     4.800|08/30/2008|T  
MATPRI    |1833EP          |ESENCIA ALMENDRA PISO         |U      |     6.015|11/19/2013|T  
MATPRI    |3414TP          |MADERAS ORIENTALES PISO       |U      |     4.700|04/01/2008|T  
MATPRI    |3413TP          |NARDO PISO                    |U      |     4.500|04/01/2008|T  
MATPRI    |3415TP          |ESENCIA OPIUM PISO            |U      |     6.440|12/17/2012|T  
MATPRI    |1791KE          |ESENCIA COCO SILICONAS SOLV   |U      |     9.950|04/01/2008|T  
MATPRI    |3418TP          |ESENCIA VERY FEM              |U      |    14.000|04/01/2008|T  
MATPRI    |3419TP          |ESENCIA AQCUA MASC            |U      |    14.150|04/01/2008|T  
MATPRI    |1609LP          |ESENCIA CH 212 FEM            |U      |    26.140|05/06/2014|T  
MATPRI    |2459-5TE        |ESENCIA SIL COCO VAINILLA     |U      |    15.500|04/01/2008|T  
MATPRI    |1398TF          |ESENCIA MARINA CERA           |U      |    11.900|10/25/2011|T  
MATPRI    |3317-2TF        |ESENCIA ONE SILIC.            |U      |    12.650|03/17/2014|T  
MATPRI    |1265PP          |ESENCIA FLOWER                |U      |    17.480|05/14/2014|T  
MATPRI    |2972-2TP        |EXTRACTO ARMANI CODE MASC     |U      |    40.600|04/25/2013|T  
MATPRI    |3021TM          |ESENCIA CHOCOLATE SILIC       |U      |    13.800|04/01/2008|T  
MATPRI    |2792TP          |ESC EXTRACTO BE DELICIOUS M   |U      |    46.020|02/17/2014|T  
SERAIN J  |IALISOP         |ALCOHO ISOPRP.LYS0050         |P      |     7.270|06/04/2008|F  
MATPRI    |3412-2TP        |ESENCIA CANELA PISO           |U      |     5.400|04/01/2008|T  
MUNTA     |ITAPA PITU      |TAPA PITU BLANCA RS 18/415    |P      |     0.099|11/13/2009|F  
MATPRI    |1121RP          |ESENCIA PETIT                 |U      |    16.345|05/04/2014|T  
MATPRI    |3411RP          |ESENCIA BOUCHERON M           |U      |   112.800|04/01/2008|T  
MATPRI    |2655-2RP        |ESENCIA  MANIA M              |U      |    49.150|05/20/2014|T  
MATPRI    |0882RP          |ESENCIA AQCUA FEM             |U      |    32.400|04/15/2014|T  
NHP       |IFCO.OMEGAX 250 |FCO OMEGA X 250 24/410 CRISTAL|P      |     1.759|04/11/2014|F  
NHP       |IFCO.DELTA X 200|FCO DELTA X 200 24/410        |P      |     1.299|11/18/2013|F  
NHP       |ITAPA HONGO BCA.|TAPA HONGO 24/410 BLANCA      |P      |     0.605|08/06/2013|F  
NHP       |IFCO.CUADR.X 100|FCO CUADRADO X 100 28/400     |P      |     0.908|11/01/2013|F  
MATPRI    |3129TP          |ESENCIA RUDA CANELA           |U      |    15.400|12/23/2013|T  
MATPRI    |1577-2LP        |ESENCIA CONFORT               |U      |    15.580|05/21/2014|T  
MATPRI    |1730NP          |ESENCIA NARANJA               |U      |    11.565|05/21/2014|T  
MATPRI    |1767JP          |ESENCIA JAZMIN                |U      |     9.400|02/12/2014|T  
MATPRI    |1706RP          |ESENCIA PACO RABANNE          |U      |    42.300|02/11/2014|T  
BALLPQ    |ITWEEN 20       |TWEEN 20 LAURATO DE SORBITAN K|U      |     6.080|04/04/2008|F  
MATPRI    |3131TP          |ESENCO KENZO AMOUR MC         |U      |    52.190|02/24/2014|T  
MATPRI    |3426TP          |ESENCIA MELON SIL AGUA        |U      |    11.200|05/19/2011|T  
MATPRI    |1452JP          |ESENCIA GOLDEN NENE           |U      |     9.910|12/12/2012|T  
MATPRI    |1118TP          |ESENCIA ROSA                  |U      |    15.150|03/28/2012|T  
MATPRI    |1577NP          |ESENCIA ROCIO ALGODON         |U      |    14.715|05/12/2014|T  
MATPRI    |1602TP          |ESEN CIA KIDS NENAS WM        |U      |    20.260|10/07/2013|T  
MATPRI    |2048TP          |ESENCIA VAINILLA              |U      |    14.950|02/17/2014|T  
MATPRI    |2794-2TP        |ESENCIA AQCUA GLADE           |U      |     9.800|06/04/2009|T  
MATPRI    |3083TP          |ESENCIA EXTRACO ECCHO M       |U      |    36.000|09/06/2012|T  
MATPRI    |3409TP          |ESC MELISA TILO EUCASOL       |U      |    29.900|05/11/2009|T  
MATPRI    |1666LP          |ESENCIA LAVANDA               |U      |    25.180|05/21/2014|T  
MATPRI    |2805TP          |ESENCIA POLO BLACK M          |U      |    39.600|04/15/2014|T  
MATPRI    |3429TP          |ESENCIAL 33                   |U      |   112.000|05/20/2014|T  
CAFFA     |IBOTX100        |BOTELLA X 100 CC              |P      |     0.850|11/21/2013|F  
SHAPE     |IBIDONX30       |BIDON X 30                    |P      |    15.850|05/15/2008|F  
SHAPE     |IBIDON X 20     |BIDON X 20                    |P      |    11.500|05/15/2008|F  
MATPRI    |2807TP          |ESENCIA ULTRAVIOLET F         |U      |    34.400|10/29/2013|T  
MATPRI    |3153-2TP        |ESENCIA  PISO PATCHOULY       |U      |     4.200|08/06/2009|T  
ENVAC     |IFCO.COLIRIOX10 |FCO.COLIRIO X 10 P/INS.Y TAPA |P      |     0.800|02/14/2013|T  
NHP       |IBBA.ROS 18/415 |BBA SPRAY 18/415 NEGRA        |U      |     0.190|02/13/2013|F  
NHP       |IBBA.ROS 24/410 |BBA SPRAY 24/410 TRANSPARENTE |U      |     0.140|06/09/2009|F  
CRISTAL   |ITAPA PL.M.RO 15|TAPA PLATA MATE RO.15 M4030/0 |P      |     1.785|05/25/2013|F  
CRISTAL   |ITAPA PL.M.RO13 |TAPA PLATA MATE R.13 M4050/0  |P      |     2.008|05/25/2013|F  
MATPRI    |1118NP          |ROSA ALDO                     |U      |    11.745|03/28/2012|T  
MATPRI    |2429TP          |ESENCIA MUGUET DOS ORILLAS    |U      |    12.300|03/28/2009|T  
MATPRI    |1682-1LB        |ESENCIA MORA VELA             |U      |     6.440|07/10/2012|T  
MATPRI    |1682-1TB        |ESENCIA MORA VELAS MC         |U      |     8.000|07/10/2012|T  
FABRI     |IKRIM CH 25     |KRIM CH 25                    |U      |     1.800|09/30/2009|F  
FABRI     |IBETAN F        |BETAN F                       |U      |     2.210|08/11/2010|F  
MATPRI    |2730TP          |ESENCIA VAINILA DULCE         |U      |    14.800|01/21/2014|T  
MATPRI    |9000TS          |ESC CITRONELA  AC ES X KG     |U      |    28.000|01/20/2011|T  
MATPRI    |9001TS          |ESC LAVANDA AC ES             |U      |   150.000|02/03/2014|T  
MATPRI    |9002TS          |ESC MELISA AC ES              |U      |   100.000|02/03/2014|T  
MATPRI    |9006TS          |ESC BERGAMOTA AC ES           |U      |   190.000|07/13/2011|T  
MATPRI    |9007TS          |ESC CANELA AC ES              |U      |    40.000|05/01/2008|T  
MATPRI    |9008TS          |ESC BAYAS ENEBRO AC ES        |U      |   200.000|11/10/2013|T  
MATPRI    |9009TS          |ESC GERANIO AC ES             |U      |   120.000|07/13/2011|T  
MATPRI    |9010TS          |ESC LIMON AC ES               |U      |    80.000|05/20/2014|T  
MATPRI    |9011TS          |ESENCIA MENTA PIPERITA AC ES  |U      |    60.000|04/20/2011|T  
MATPRI    |9012TS          |ESENCIA NARANJA AC ES         |U      |    13.500|05/20/2014|T  
MATPRI    |9013TS          |ESENCIA ROMERO AC ES          |U      |    45.000|05/20/2014|T  
MATPRI    |9014TS          |ESENCIA TEA TREE AC ES        |U      |    70.000|01/20/2011|T  
MATPRI    |9015TS          |ESENCIA YLANG YLANG AC ES     |U      |    95.000|10/21/2009|T  
MATPRI    |9016TS          |ESENCI A  EUCALIPTO AC ES     |U      |    34.000|07/13/2011|T  
MATPRI    |9017TS          |ESC TOMILLO AC ES             |U      |    90.000|07/13/2011|T  
MATPRI    |1682-3TP        |ESENICA MORA RESINA           |U      |    13.150|05/04/2014|T  
MATPRI    |1686-2TI        |ESC COCO VAINILLA AMB         |U      |     8.700|05/20/2014|T  
MATPRI    |0915OP          |ESENCIA TALCO                 |U      |    13.075|05/20/2014|T  
MATPRI    |2123MP          |ESENCIA YELLOW                |U      |     9.978|07/02/2012|T  
MATPRI    |1505PP          |ESENCIA AZAHAR                |U      |    12.620|02/02/2014|T  
MATPRI    |3362TP          |ESENCIA CAFE                  |U      |    18.300|02/25/2013|T  
MATPRI    |3440TP          |ESENCIA AFRODISIACA           |U      |    11.200|06/01/2008|T  
MATPRI    |0882MP          |ESENCIA ACQUA FEM             |U      |    24.650|04/15/2014|T  
MATPRI    |3385-9TP        |ESENCIA TOKIO                 |U      |    69.600|02/14/2014|T  
MATPRI    |3441TP          |ESENCIA MANZANA CANELA        |U      |    15.000|07/23/2013|T  
MATPRI    |1464-2KP        |ESENCIA LIMON                 |U      |    14.451|05/14/2014|T  
MATPRI    |3443TP          |ESENCIA HUGO BOSS FEM         |U      |   140.000|05/09/2014|T  
MATPRI    |1706LP          |ESENCIA PACO                  |U      |    29.700|02/11/2014|T  
MATPRI    |1797LP          |ESENCIA KENZO FEM             |U      |    27.960|11/20/2013|T  
MATPRI    |1191LP          |ESENCIA ORGANZA               |U      |    30.040|04/14/2014|T  
MATPRI    |3443FP          |ESENCIA HUGO BOSS FEM         |U      |    45.220|05/09/2014|T  
MATPRI    |0460NP          |ESENCIA MANDARINA             |U      |    15.240|04/29/2014|T  
MATPRI    |3423TE          |ESENCIA FLORAL SILICONAS      |U      |     8.060|02/05/2009|T  
MATPRI    |1792QP          |ESENCIA TUTTI FRUTTI          |S      |     9.940|04/15/2014|T  
MATPRI    |1918HP          |ESENCIA MANTOVA               |U      |    25.320|11/26/2011|T  
MATPRI    |3449            |ACEITE MASAJES MC             |U      |     6.950|06/01/2008|T  
CASTOR    |IACEITE DE COCO |ACEITE DE COCO RBD            |U      |     3.100|07/12/2013|F  
NHP       |IFS.OVAL 140    |FCO OVAL X 140 24/410         |P      |     1.213|11/01/2013|F  
MATPRI    |1681-2LP        |ESENCIA YLANG YLANG           |U      |    12.720|08/26/2013|T  
MATPRI    |2521TE          |ESENCIA COCO                  |U      |    11.800|02/05/2009|T  
MATPRI    |1674PP          |ESENCIA KENZO MASC            |U      |    37.620|02/11/2014|T  
MATPRI    |3451TP          |ESENCIA LOLITA LEMPISKA       |U      |    45.000|07/08/2010|T  
MATPRI    |3453TP          |ESENCIA TED LAPIDUS           |U      |   140.000|04/14/2014|T  
MATPRI    |1833PP          |ESENCIA ALMENDRA              |U      |    10.668|11/19/2013|T  
MATPRI    |2094-2TP        |ESENCIA ANTITABACO            |U      |    13.850|09/24/2013|T  
MATPRI    |1210HP          |ESENCIA CANELA                |U      |    13.020|02/05/2014|T  
NHP       |ITRICOR 50 CRIST|FCO TRICOR X 50 EN 20         |P      |     1.155|11/01/2013|F  
NHP       |ICAPTRIC        |CAPUCH.TRICOR 122902.07.01    |P      |     0.395|07/26/2012|F  
MATPRI    |3458TP          |ESENCIA ROSA                  |U      |    10.330|08/05/2008|T  
MATPRI    |1703-2JP        |ESENCIA COOL WATER M          |U      |    16.800|09/19/2012|T  
MATPRI    |1662NP          |ESENCIA CH 212 M AUTO         |U      |    19.055|05/20/2014|T  
MATPRI    |1885-2JP        |ESENCIA HUGO MASC AUTO        |U      |    16.305|02/11/2014|T  
